input,output
correct: سوز خوانی کی محفل نے روح کو معطر کر دیا دیا,سوز خوانی کی محفل نے روح کو معطر کر دیا
correct: ہم نے ادبی نشست میں جدید تنقیدی رجحانات پر گفتگو سنی,ہم نے ادبی نشست میں جدید تنقیدی رجحانات پر مفصل گفتگو سنی
correct: عید کے خصوصی پر موقع ڈرامہ پیش کیا گیا,عید کے موقع پر خصوصی ڈرامہ پیش کیا گیا
correct: وہ بولا اور ہم نے سنی,وہ بولا اور ہم نے سنا
correct: میں نے کتاب پڑھا اور سمجھ گیا تھا,میں نے کتاب پڑھی اور سمجھ گیا
correct: وزیر صحت ہسپتالوں کی حالت بہتر بنانے کا وعدہ کیا,وزیر صحت نے ہسپتالوں کی حالت بہتر بنانے کا وعدہ کیا
correct: برفانی کھیلوں میں اسکیئنگ مقابلہ بہت دلچسپ رہا,برفانی کھیلوں میں اسکیئنگ کا مقابلہ بہت دلچسپ رہا
correct: وہ روزانہ دوپہر کے بعد تھوڑی دیر آرام کرتا ہے ہے,وہ روزانہ دوپہر کے بعد تھوڑی دیر آرام کرتا ہے
correct: باسکٹ بال کے کھلاڑی نے نے تین پوائنٹ شاٹ لگایا,باسکٹ بال کے کھلاڑی نے تین پوائنٹ شاٹ لگایا
correct: ہم نے لکھا ریسرچ پراجیکٹ پورا سمسٹر,ہم نے پورا سمسٹر ریسرچ پراجیکٹ لکھا
correct: یہ وٹامن جسم کو مضبوط کرتا ہیں,یہ وٹامن جسم کو مضبوط کرتا ہے
correct: FAST یونیورسٹی میں امتحان ہوتا ہے اور وہ کافی مشکل ہوتا ہے اکثر طلبہ کے لیے,FAST یونیورسٹی میں امتحان اکثر طلبہ کے لیے کافی مشکل ہوتا ہے
correct: پاکستان کرکٹ میچ نے ٹیم جیت لیا,پاکستان کرکٹ ٹیم نے میچ جیت لیا
correct: ہم نے ریسرچ کے لیے ڈیٹا اکٹھا کیا اور پھر ہم نے اس کو analyze کیا,ہم نے ریسرچ کے لیے ڈیٹا اکٹھا کیا اور اس کا تجزیہ کیا
correct: پتہ نہیں وہ کہاں گئی,پتہ نہیں وہ کہاں گیا
correct: مٹھائی پر دکان کی بہت مزیدار حلوہ ملا,مٹھائی کی دکان پر بہت مزیدار حلوہ ملا
correct: چکن تکہ اس ریسٹورنٹ کی خاص ڈش ہیں,چکن تکہ اس ریسٹورنٹ کی خاص ڈش ہے
correct: میرے ماموں کا گھر ہمارے گھر سے سے دور نہیں ہے,میرے ماموں کا گھر ہمارے گھر سے دور نہیں ہے
correct: ہم ہم نے کل کل رات گیم کھیلا,ہم نے کل رات گیم کھیلا
correct: وہ روز صبح چائ پیتہ ہے,وہ روز صبح چائے پیتا ہے
correct: یہ کتاب نوجوان قارئین کے لیے بہت آسان اور دلچسپ انداز میں لکھی گئی ہے,یہ کتاب نوجوان قارئین کے لیے دلچسپ انداز میں لکھی گئی ہے
correct: کمپنی سپلائرز کے ساتھ نئے معاہدے کیے,کمپنی نے سپلائرز کے ساتھ نئے معاہدے کیے
correct: گاہکوں کی رہتی ہے سہولت کے لیے دکان رات نو بجے تک کھلی,گاہکوں کی سہولت کے لیے دکان رات نو بجے تک کھلی رہتی ہے
correct: وہ گا رہی تھی خوبصورت گانا,وہ خوبصورت گانا گا رہی تھی
correct: ڈاکٹر تفصیلی مریض کا نے معائنہ کیا,ڈاکٹر نے مریض کا تفصیلی معائنہ کیا
correct: وہ بولتا ہے بہت تیز آواز میں,وہ بہت تیز آواز میں بولتا ہے
correct: ہم نے ای میل بھیجا ہے کل,ہم نے کل ای میل بھیجی ہے
correct: بچے چھٹی والے دن دیر تک سوتے ہیں ہیں,بچے چھٹی والے دن دیر تک سوتے ہیں
correct: جمناسٹک تمغہ جیتا میں اس نے طلائی,جمناسٹک میں اس نے طلائی تمغہ جیتا
correct: کل تھیٹر میں ہونے والا ڈراما لوگوں کی بڑی تعداد نے دیکھا اور پسند کیا,کل تھیٹر میں ہونے والا ڈراما بڑی تعداد میں لوگوں نے دیکھا اور پسند کیا
correct: مہنگائی بڑھ گئی ہے جو کہ لوگوں کو پریشان کر رہی ہے,مہنگائی بڑھ گئی ہے
correct: سیاحوں نے شوگراں کی برفانی چوٹیوں لطف اٹھایا,سیاحوں نے شوگراں کی برفانی چوٹیوں کا لطف اٹھایا
correct: وہ ڈاکٹر کے کے پاس اپنا چیک اپ کروانے گیا,وہ ڈاکٹر کے پاس اپنا چیک اپ کروانے گیا
correct: اولمپکس میں کھلاڑیوں شاندار کارکردگی دکھائی,اولمپکس میں کھلاڑیوں نے شاندار کارکردگی دکھائی
correct: مہارت تیراکی میں وہ رکھتا ہے,وہ تیراکی میں مہارت رکھتا ہے
correct: ٹیم نے کام کیا تھا اور رپورٹ تیار تھا,ٹیم نے کام کیا تھا اور رپورٹ تیار کی تھی
correct: وہ بہت اچھا گاتا ہے اور ناچتی ہے,وہ بہت اچھا گاتا ہے اور ناچتا ہے
correct: جج صاحب نے فیصلہ سناتے ہوئے ہوئے قانونی دفعات کا حوالہ دیا,جج صاحب نے فیصلہ سناتے ہوئے قانونی دفعات کا حوالہ دیا
correct: پاکستان کی معیشت بہتر ہو رہے ہیں,پاکستان کی معیشت بہتر ہو رہی ہے
correct: میرا بھائی فٹبال کا شوق رکھتا ہے بہت اور کھیلتا ہے,میرا بھائی فٹبال کا بہت شوق رکھتا ہے اور کھیلتا ہے
correct: ٹیم نے بنایا اسکور اچھا پہلے اننگز میں اور فتح حاصل کی,ٹیم نے پہلے اننگز میں اچھا اسکور بنایا اور فتح حاصل کی
correct: آج آج موسم بہت بہت خوشگوار ہے ہے,آج موسم بہت خوشگوار ہے
correct: پاکستان نے امداد بھیجا ہے,پاکستان نے امداد بھیجی ہے
correct: ہم نے گروپ پراجیکٹ بنایا تھا اور ہم سب نے مل کر بہت اچھے طریقے سے کام کیا تھا,ہم نے گروپ پراجیکٹ بنایا اور سب نے مل کر بہت اچھے طریقے سے کام کیا
correct: ہم نے سائنس کا نیا اصول سیکھا سیکھا,ہم نے سائنس کا نیا اصول سیکھا
correct: کیا پرفارمنس شاندار ٹیم نے,ٹیم نے شاندار پرفارمنس کی
correct: کے نے تحقیقی منصوبوں یونیورسٹی لیے فنڈز جاری کیے,یونیورسٹی نے تحقیقی منصوبوں کے لیے فنڈز جاری کیے
correct: میں روز صبح جلدی اٹھتا ہیں,میں روز صبح جلدی اٹھتا ہوں
correct: میں نے صافی سے کام کیا,میں نے صفائی سے کام کیا
correct: مینیجر نے ٹیم اسٹریٹیجی بنائی,مینیجر نے ٹیم کے ساتھ اسٹریٹیجی بنائی
correct: سردیوں میں گاجر کا حلوہ ضرور کہانا چاہیے,سردیوں میں گاجر کا حلوہ ضرور کھانا چاہیے
correct: ہم نے سالن اور روٹی کھایا تھا,ہم نے سالن اور روٹی کھائی تھی
correct: کلاسیکل موسیقی کی محفل کر دیا نے سامعین کو مسحور,کلاسیکل موسیقی کی محفل نے سامعین کو مسحور کر دیا
correct: عدالت مقدمے کی اگلی تاریخ مقرر کر دی,عدالت نے مقدمے کی اگلی تاریخ مقرر کر دی
correct: ہم نے آن لائن پلیٹ فارم نیا فیچر لانچ کیا,ہم نے آن لائن پلیٹ فارم پر نیا فیچر لانچ کیا
correct: ہم نے دفتر میں سارا کام وقت پر مکمل کیا,ہم نے سارا کام دفتر میں وقت پر مکمل کیا
correct: جیپ کی سواری نے سفر کو مزید دلچسپ بنا دیہا,جیپ کی سواری نے سفر کو مزید دلچسپ بنا دیا
correct: دکاندار نے کپڑے قیمت بتائی کی,دکاندار نے کپڑے کی قیمت بتائی
correct: تھیٹر پلے چلا کئی دنوں تک,تھیٹر پلے کئی دنوں تک چلا
correct: ڈرامے کا اختتام ہوا پراثر,ڈرامے کا اختتام پراثر ہوا
correct: ہم نے کھانا بڑے آرام سے کھایا,ہم نے بڑے آرام سے کھانا کھایا
correct: ادبی تقریب شریک ملک بھر کے ادیب میں ہوئے,ادبی تقریب میں ملک بھر کے ادیب شریک ہوئے
correct: نوجوان کھلاڑیوں کو اچھی ٹریننگ مل رہی ہے جو مستقبل کے لیے اچھا ہے,نوجوان کھلاڑیوں کو اچھی ٹریننگ مل رہی ہے
correct: نئے لیپ ٹاپ ٹاپ کا پروسیسر بہت تیز رفتار ہے,نئے لیپ ٹاپ کا پروسیسر بہت تیز رفتار ہے
correct: نے دوڑ میں پانچ سو کھلاڑیوں میراتھن حصہ لیا,میراتھن دوڑ میں پانچ سو کھلاڑیوں نے حصہ لیا
correct: آج کا موسم سہانا ہیں,آج کا موسم سہانا ہے
correct: یونیورسٹی نے نئے تعلیمی سال کا آغاز کر دیاا,یونیورسٹی نے نئے تعلیمی سال کا آغاز کر دیا
correct: میری بہن نے نئے کپڑے خریدیے,میری بہن نے نئے کپڑے خریدے
correct: بچے نے تصویر بنا کر اپنی امی کو دکھائی دکھائی,بچے نے تصویر بنا کر اپنی امی کو دکھائی
correct: بچے نے کیک کھایا اور کھیل رہا تھے,بچے نے کیک کھایا اور کھیل رہا تھا
correct: تمہارا گھر بہت خوبصورتی ہے,تمہارا گھر بہت خوبصورت ہے
correct: وکیل نے کل عدالت میں زبردست دفاع کیا,وکیل نے کل زبردست دفاع عدالت میں کیا
correct: حکومت نے اٹھایا نوٹس,حکومت نے نوٹس اٹھایا
correct: آج کل مہنگائ بڑھ گئی ہے,آج کل مہنگائی بڑھ گئی ہے
correct: وہ کل آئی اور میری مدد کریں,وہ کل آئی اور میری مدد کی
correct: سردیوں میں گاجر کا حلوہ ضرور کھانا کھانا چاہیے,سردیوں میں گاجر کا حلوہ ضرور کھانا چاہیے
correct: آپ آپ کی ملاقات طے ہے,آپ کی ملاقات طے ہے
correct: وہ ہنستی رہی خوشی سے دن بھر,وہ دن بھر خوشی سے ہنستی رہی
correct: اس نے کافی پی اور نیند ختم ہو گئی اس کی,اس نے کافی پی اور اس کی نیند ختم ہو گئی
correct: میں نے ای میل کل رات بھیجی تھی,میں نے کل رات ای میل بھیجی تھی
correct: شہر ہو گئے میں ٹریفک حادثے میں پانچ افراد زخمی,شہر میں ٹریفک حادثے میں پانچ افراد زخمی ہو گئے
correct: اساتذہ نے پرچے چیک کر کے نمبرات فائنل کر دی,اساتذہ نے پرچے چیک کر کے نمبرات فائنل کر دیے
correct: مریض کو دوا دی گئی اور حالت میں بہتری آئی فوری,مریض کو دوا دی گئی اور حالت میں فوری بہتری آئی
correct: وکیل نے عدالت میں کلائنٹ کا کیس لڑا,وکیل نے کلائنٹ کا کیس عدالت میں لڑا
correct: ادبی جریدے نے شائع کیا مضمون,ادبی جریدے نے مضمون شائع کیا
correct: حکومت نے شروع کیا نئی سکیم,حکومت نے نئی سکیم شروع کی
